username,location,followers,retweeted_og,tweetcreatedts,text,hashtags
jamiebrown10,London,1514,CochraneTAG,2022-04-20 10:52:15+00:00,"
RT @CochraneTAG: Can #mindfulness help people to #stopsmoking? Check out our latest review! https://t.co/c442pIH9c1 https://t.co/vonitqv4AZ","[{'text': 'mindfulness', 'indices': [21, 33]}, {'text': 'stopsmoking', 'indices': [49, 61]}]"
JepBanks,"Oxford, England",506,CochraneTAG,2022-04-20 10:44:43+00:00,"
RT @CochraneTAG: Can #mindfulness help people to #stopsmoking? Check out our latest review! https://t.co/c442pIH9c1 https://t.co/vonitqv4AZ","[{'text': 'mindfulness', 'indices': [21, 33]}, {'text': 'stopsmoking', 'indices': [49, 61]}]"
CochraneTAG,University of Oxford,2093,none,2022-04-20 10:43:59+00:00,"
Can #mindfulness help people to #stopsmoking? Check out our latest review! https://t.co/c442pIH9c1 https://t.co/vonitqv4AZ","[{'text': 'mindfulness', 'indices': [4, 16]}, {'text': 'stopsmoking', 'indices': [32, 44]}]"
PreventiveBot,,754,magsedmondson,2022-04-20 10:12:24+00:00,"
RT @magsedmondson: Great tips for time out instead of reaching for a cigarette ✅

For more support to #stopsmoking go to➡️ @LancsQuitSquad…","[{'text': 'stopsmoking', 'indices': [102, 114]}]"
magsedmondson,Lancashire,404,none,2022-04-20 10:07:54+00:00,"
Great tips for time out instead of reaching for a cigarette ✅

For more support to #stopsmoking go to➡️ @LancsQuitSquad https://t.co/nC8nh4c9rH","[{'text': 'stopsmoking', 'indices': [83, 95]}]"
PreventiveBot,,754,FIRE_Editor,2022-04-20 09:42:24+00:00,"
RT @FIRE_Editor: News: Help is here to reduce smoking fire risk

Follow these simple steps from @HWFire to help prevent a cigarette fire in…",[]
PreventiveBot,,754,EcigClick,2022-04-20 09:42:06+00:00,"
RT @EcigClick: How is #VApril going for you? Have you just started #Vaping ? Or do you want to give it a try? Let us know how you are getti…","[{'text': 'VApril', 'indices': [22, 29]}, {'text': 'Vaping', 'indices': [67, 74]}]"
FIRE_Editor,"Shoreham, West Sussex",11748,none,2022-04-20 09:33:44+00:00,"
News: Help is here to reduce smoking fire risk

Follow these simple steps from @HWFire to help prevent a cigarette fire in the home: https://t.co/sgTbKnUt5f 

#stopsmoking #firesafety https://t.co/cuyuVf9Fdr","[{'text': 'stopsmoking', 'indices': [159, 171]}, {'text': 'firesafety', 'indices': [172, 183]}]"
EcigClick,UK,9785,none,2022-04-20 09:30:27+00:00,"
How is #VApril going for you? Have you just started #Vaping ? Or do you want to give it a try? Let us know how you are getting on and of course if you have any questions we can help you with! https://t.co/Qhmc5XAgbN #QuitSmoking #StopSmoking #THR #Vape #Ecigclick https://t.co/9nldjU1Zni","[{'text': 'VApril', 'indices': [7, 14]}, {'text': 'Vaping', 'indices': [52, 59]}, {'text': 'QuitSmoking', 'indices': [216, 228]}, {'text': 'StopSmoking', 'indices': [229, 241]}, {'text': 'THR', 'indices': [242, 246]}, {'text': 'Vape', 'indices': [247, 252]}, {'text': 'Ecigclick', 'indices': [253, 263]}]"
SaferLincs,"Lincolnshire, UK",203,oylincolnshire,2022-04-20 09:06:45+00:00,"
RT @oylincolnshire: Come and see us today at @Bostonboro Market for the first stop on our multi-agency roadshow! 🔥🐕🚭‍🦺 

@MidsDog @LincsFir…",[]
oylincolnshire,Lincolnshire,737,none,2022-04-20 09:00:07+00:00,"
Come and see us today at @Bostonboro Market for the first stop on our multi-agency roadshow! 🔥🐕🚭‍🦺 

@MidsDog @LincsFireRescue 

#StopSmoking #FireandRescue #Boston https://t.co/8O91DnTn95","[{'text': 'StopSmoking', 'indices': [129, 141]}, {'text': 'FireandRescue', 'indices': [142, 156]}, {'text': 'Boston', 'indices': [157, 164]}]"
magsedmondson,Lancashire,404,NHSQuitTobacco,2022-04-20 08:50:12+00:00,"
RT @NHSQuitTobacco: #Stopsmoking support is available for @BlackpoolHosp patients who smoke, including:

• Bedside support during hospital…","[{'text': 'Stopsmoking', 'indices': [20, 32]}]"
PreventiveBot,,754,DavidRBradley,2022-04-20 07:12:02+00:00,"
RT @DavidRBradley: #StopSmoking #Cigarettes when you're sick and tired of being sick and tired &gt;&gt;&gt; https://t.co/wfYvnDJLIw","[{'text': 'StopSmoking', 'indices': [19, 31]}, {'text': 'Cigarettes', 'indices': [32, 43]}]"
DavidRBradley,"Morro Bay, CA",6418,none,2022-04-20 07:00:35+00:00,"
#StopSmoking #Cigarettes when you're sick and tired of being sick and tired &gt;&gt;&gt; https://t.co/wfYvnDJLIw","[{'text': 'StopSmoking', 'indices': [0, 12]}, {'text': 'Cigarettes', 'indices': [13, 24]}]"
BTHIMPF,"Blackpool, England",1636,NHSQuitTobacco,2022-04-20 04:55:01+00:00,"
RT @NHSQuitTobacco: #Stopsmoking support is available for @BlackpoolHosp patients who smoke, including:

• Bedside support during hospital…","[{'text': 'Stopsmoking', 'indices': [20, 32]}]"
RazinaUmerji,,57,NHSQuitTobacco,2022-04-20 03:14:19+00:00,"
RT @NHSQuitTobacco: #Stopsmoking support is available for @BlackpoolHosp patients who smoke, including:

• Bedside support during hospital…","[{'text': 'Stopsmoking', 'indices': [20, 32]}]"
YourHealthDMV,Maryland & N. Virginia,5525,none,2022-04-19 23:03:06+00:00,"
Do you want to look younger with healthy, glowing skin? With these 6 quick and easy tips anybody can erase years off their skin.

#healthyskin #dermatology #naturalbeauty #moisturize #sunscreen #stopsmoking #dermatologist #beauty #skincare #beautyandskin

https://t.co/suKXsL6cBx","[{'text': 'healthyskin', 'indices': [130, 142]}, {'text': 'dermatology', 'indices': [143, 155]}, {'text': 'naturalbeauty', 'indices': [156, 170]}, {'text': 'moisturize', 'indices': [171, 182]}, {'text': 'sunscreen', 'indices': [183, 193]}, {'text': 'stopsmoking', 'indices': [194, 206]}, {'text': 'dermatologist', 'indices': [207, 221]}, {'text': 'beauty', 'indices': [222, 229]}, {'text': 'skincare', 'indices': [230, 239]}, {'text': 'beautyandskin', 'indices': [240, 254]}]"
SmokingHazards,,759,none,2022-04-19 21:23:57+00:00,"
The best way to #stopsmoking is to just stop - no ifs, ands or butts.","[{'text': 'stopsmoking', 'indices': [16, 28]}]"
TheMindfulGuy1,"Nottingham, UK",42,none,2022-04-19 19:58:45+00:00,"
Are you trying desperately to quit smoking?

This powerful FREE hypnosis session can help you to quit the smoking habit easily and effortlessly.
#hypnosis #stopsmoking #quitsmoking

https://t.co/JFvbRV8GNP https://t.co/w8SctIMQx6","[{'text': 'hypnosis', 'indices': [145, 154]}, {'text': 'stopsmoking', 'indices': [155, 167]}, {'text': 'quitsmoking', 'indices': [168, 180]}]"
PreventiveBot,,754,NHSQuitTobacco,2022-04-19 19:27:49+00:00,"
RT @NHSQuitTobacco: #Stopsmoking support is available for @BlackpoolHosp patients who smoke, including:

• Bedside support during hospital…","[{'text': 'Stopsmoking', 'indices': [20, 32]}]"
NHSQuitTobacco,"Blackpool, England",117,none,2022-04-19 19:26:30+00:00,"
#Stopsmoking support is available for @BlackpoolHosp patients who smoke, including:

• Bedside support during hospital stays 
• Free stop smoking medications 
• Up to 12 weeks community support after discharge 

More info ➡️ https://t.co/GFblTrXoEK ⬅️ https://t.co/05W4TU99JM","[{'text': 'Stopsmoking', 'indices': [0, 12]}]"
hephaistos_ai,Paris,2990,valleygreengirl,2022-04-19 17:21:40+00:00,"
RT @valleygreengirl: New podcast episode dropped in Bladder Cancer Patient-to-Patient... ""How Did I Get Cancer?!?"" https://t.co/GjyOudAXuN…",[]
valleygreengirl,"Virginia, USA",579,none,2022-04-19 17:21:34+00:00,"
New podcast episode dropped in Bladder Cancer Patient-to-Patient... ""How Did I Get Cancer?!?"" https://t.co/GjyOudAXuN  #bladdercancer #bladdercancersupport #causesofbladdercancer #environmentaltoxins #occupationalcancer #stopsmoking  #cancersurvivor #cancerpatient #canceradvocate","[{'text': 'bladdercancer', 'indices': [119, 133]}, {'text': 'bladdercancersupport', 'indices': [134, 155]}, {'text': 'causesofbladdercancer', 'indices': [156, 178]}, {'text': 'environmentaltoxins', 'indices': [179, 199]}, {'text': 'occupationalcancer', 'indices': [200, 219]}, {'text': 'stopsmoking', 'indices': [220, 232]}, {'text': 'cancersurvivor', 'indices': [234, 249]}, {'text': 'cancerpatient', 'indices': [250, 264]}, {'text': 'canceradvocate', 'indices': [265, 280]}]"
samratdevasani,,60,drmssm,2022-04-19 16:59:10+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
Nallabalu1,🇮🇳,4085,drmssm,2022-04-19 15:04:23+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
HealthyMerton,London Borough of Merton,940,OneYouMerton,2022-04-19 14:41:21+00:00,"
RT @OneYouMerton: It’s never too late to quit smoking! You will notice immediate improvements to your health when you stop. Contact us for…",[]
FlintFamilies,"Flint, MI",114,GenHealthSystem,2022-04-19 13:29:17+00:00,"
RT @GenHealthSystem: Sign up for the online course coming up on Monday May 2nd at 11am! Every first Monday of the Month, join our Certified…",[]
OdysseyVillage,"529 M L King, Flint, Michigan",95,GenHealthSystem,2022-04-19 13:24:22+00:00,"
RT @GenHealthSystem: Sign up for the online course coming up on Monday May 2nd at 11am! Every first Monday of the Month, join our Certified…",[]
BeingVaidesh,"Hyderabad,India",92,drmssm,2022-04-19 13:08:07+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
PreventiveBot,,754,KICK_IT_NOW,2022-04-19 12:57:15+00:00,"
RT @KICK_IT_NOW: Stopping smoking is one of the best things you can do for your cholesterol, heart &amp; health. 

Within days of quitting, you…",[]
KICK_IT_NOW,London,399,none,2022-04-19 12:52:48+00:00,"
Stopping smoking is one of the best things you can do for your cholesterol, heart &amp; health. 

Within days of quitting, your health begins to improve &amp; within a year your risk of heart disease halves. Show your heart some love, #stopsmoking  and visit https://t.co/7tPmeOPv2W","[{'text': 'stopsmoking', 'indices': [235, 247]}]"
MertonUplift,London Borough of Merton,360,OneYouMerton,2022-04-19 11:27:28+00:00,"
RT @OneYouMerton: It’s never too late to quit smoking! You will notice immediate improvements to your health when you stop. Contact us for…",[]
PreventiveBot,,754,OneYouMerton,2022-04-19 11:12:16+00:00,"
RT @OneYouMerton: It’s never too late to quit smoking! You will notice immediate improvements to your health when you stop. Contact us for…",[]
OneYouMerton,"Merton, London",628,none,2022-04-19 11:04:15+00:00,"
It’s never too late to quit smoking! You will notice immediate improvements to your health when you stop. Contact us for local support in #Merton to #stopsmoking Visit: https://t.co/8JNaUC6E35 #GetSupport #QuitSmoking @Merton_Council @HealthyMerton @nhsmerton_ @HWMerton https://t.co/o80Y4Lfp28","[{'text': 'Merton', 'indices': [138, 145]}, {'text': 'stopsmoking', 'indices': [149, 161]}, {'text': 'GetSupport', 'indices': [193, 204]}, {'text': 'QuitSmoking', 'indices': [205, 217]}]"
doctor360india,India,29,none,2022-04-19 11:01:08+00:00,"
Quit now. Your life depends on it.

 ✅ Follow @doctor360_india for more or Visit Website: https://t.co/xhwGLz1zyf

 #breakyourcigarette #nosmoking #saynotosmoking #notosmoking #startliving #stopsmoking https://t.co/XyKBkjQgAc","[{'text': 'breakyourcigarette', 'indices': [116, 135]}, {'text': 'nosmoking', 'indices': [136, 146]}, {'text': 'saynotosmoking', 'indices': [147, 162]}, {'text': 'notosmoking', 'indices': [163, 175]}, {'text': 'startliving', 'indices': [176, 188]}, {'text': 'stopsmoking', 'indices': [189, 201]}]"
PreventiveBot,,754,Doctor360_MENA,2022-04-19 10:57:14+00:00,"
RT @Doctor360_MENA: Quit now. Your life depends on it.

 ✅ Follow @doctor360_MENA for more or Visit Website: https://t.co/oMNoRJr5Fx

 #bre…",[]
Doctor360_MENA,United Arab Emirates,3,none,2022-04-19 10:55:07+00:00,"
Quit now. Your life depends on it.

 ✅ Follow @doctor360_MENA for more or Visit Website: https://t.co/oMNoRJr5Fx

 #breakyourcigarette #nosmoking #saynotosmoking #notosmoking #startliving #stopsmoking https://t.co/uK7T86VJD2","[{'text': 'breakyourcigarette', 'indices': [115, 134]}, {'text': 'nosmoking', 'indices': [135, 145]}, {'text': 'saynotosmoking', 'indices': [146, 161]}, {'text': 'notosmoking', 'indices': [162, 174]}, {'text': 'startliving', 'indices': [175, 187]}, {'text': 'stopsmoking', 'indices': [188, 200]}]"
Teju_Sakhamuri,"Hyderabad, India",981,drmssm,2022-04-19 10:46:49+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
CalebColyer,,18,achievelifesci,2022-04-19 10:44:13+00:00,"
RT @achievelifesci: $ACHV is proud to be enrolling for the ORCA-3 study. If you’re a daily cigarette #smoker and have previously failed at…","[{'text': 'smoker', 'indices': [101, 108]}]"
PreventiveBot,,754,NewingtonChemi1,2022-04-19 08:27:29+00:00,"
RT @NewingtonChemi1: It's never too late to #JoinTheQuitters.

Contact us for #StopSmoking advice, products and support.

Every day is a go…","[{'text': 'JoinTheQuitters', 'indices': [44, 60]}, {'text': 'StopSmoking', 'indices': [78, 90]}]"
PreventiveBot,,754,BarrieMadieu1,2022-04-19 08:27:16+00:00,"
RT @BarrieMadieu1: #smokingkills.
#stopsmoking and preserve your health and life https://t.co/WyUHZvcCiE","[{'text': 'smokingkills', 'indices': [19, 32]}, {'text': 'stopsmoking', 'indices': [34, 46]}]"
NewingtonChemi1,"Ramsgate, England",128,none,2022-04-19 08:23:23+00:00,"
It's never too late to #JoinTheQuitters.

Contact us for #StopSmoking advice, products and support.

Every day is a good day to #QuitSmoking.

Let us help you start the journey to #NoSmoking today. https://t.co/trxB0wB6HT","[{'text': 'JoinTheQuitters', 'indices': [23, 39]}, {'text': 'StopSmoking', 'indices': [57, 69]}, {'text': 'QuitSmoking', 'indices': [128, 140]}, {'text': 'NoSmoking', 'indices': [180, 190]}]"
BarrieMadieu1,"Makeni City, Sierra Leone,",142,none,2022-04-19 08:22:31+00:00,"
#smokingkills.
#stopsmoking and preserve your health and life https://t.co/WyUHZvcCiE","[{'text': 'smokingkills', 'indices': [0, 13]}, {'text': 'stopsmoking', 'indices': [15, 27]}]"
YardleyChemist,"Rayleigh, East",197,none,2022-04-19 08:15:03+00:00,"
Giving up smoking isn't easy, but it's absolutely worth doing! We're here to support you! #pharmacy #stopsmoking #smokingcessation https://t.co/CDYPxJysDo","[{'text': 'pharmacy', 'indices': [90, 99]}, {'text': 'stopsmoking', 'indices': [100, 112]}, {'text': 'smokingcessation', 'indices': [113, 130]}]"
EloraPharmacy,"Benfleet, East",214,none,2022-04-19 08:15:03+00:00,"
Giving up smoking isn't easy, but it's absolutely worth doing! We're here to support you! #pharmacy #stopsmoking #smokingcessation https://t.co/BBQIUIz0oU","[{'text': 'pharmacy', 'indices': [90, 99]}, {'text': 'stopsmoking', 'indices': [100, 112]}, {'text': 'smokingcessation', 'indices': [113, 130]}]"
tripleplates,,1132,hypnosis_expert,2022-04-19 07:14:39+00:00,"
RT @hypnosis_expert: HOW #HYPNOTHERAPY WORKS! 

Watch my 4 minute video!

#Hypnosis Expert can help YOU with; #Phobias #OCD #Anxiety #Depre…","[{'text': 'HYPNOTHERAPY', 'indices': [25, 38]}, {'text': 'Hypnosis', 'indices': [74, 83]}, {'text': 'Phobias', 'indices': [110, 118]}, {'text': 'OCD', 'indices': [119, 123]}, {'text': 'Anxiety', 'indices': [124, 132]}]"
the__hustlerguy,USA,2846,hypnosis_expert,2022-04-19 07:00:10+00:00,"
RT @hypnosis_expert: HOW #HYPNOTHERAPY WORKS! 

Watch my 4 minute video!

#Hypnosis Expert can help YOU with; #Phobias #OCD #Anxiety #Depre…","[{'text': 'HYPNOTHERAPY', 'indices': [25, 38]}, {'text': 'Hypnosis', 'indices': [74, 83]}, {'text': 'Phobias', 'indices': [110, 118]}, {'text': 'OCD', 'indices': [119, 123]}, {'text': 'Anxiety', 'indices': [124, 132]}]"
uniqueequation,London,1016,hypnosis_expert,2022-04-19 06:57:22+00:00,"
RT @hypnosis_expert: HOW #HYPNOTHERAPY WORKS! 

Watch my 4 minute video!

#Hypnosis Expert can help YOU with; #Phobias #OCD #Anxiety #Depre…","[{'text': 'HYPNOTHERAPY', 'indices': [25, 38]}, {'text': 'Hypnosis', 'indices': [74, 83]}, {'text': 'Phobias', 'indices': [110, 118]}, {'text': 'OCD', 'indices': [119, 123]}, {'text': 'Anxiety', 'indices': [124, 132]}]"
PreventiveBot,,754,hypnosis_expert,2022-04-19 06:56:48+00:00,"
RT @hypnosis_expert: HOW #HYPNOTHERAPY WORKS! 

Watch my 4 minute video!

#Hypnosis Expert can help YOU with; #Phobias #OCD #Anxiety #Depre…","[{'text': 'HYPNOTHERAPY', 'indices': [25, 38]}, {'text': 'Hypnosis', 'indices': [74, 83]}, {'text': 'Phobias', 'indices': [110, 118]}, {'text': 'OCD', 'indices': [119, 123]}, {'text': 'Anxiety', 'indices': [124, 132]}]"
slimmingacademy,MF world,1088,hypnosis_expert,2022-04-19 06:55:24+00:00,"
RT @hypnosis_expert: HOW #HYPNOTHERAPY WORKS! 

Watch my 4 minute video!

#Hypnosis Expert can help YOU with; #Phobias #OCD #Anxiety #Depre…","[{'text': 'HYPNOTHERAPY', 'indices': [25, 38]}, {'text': 'Hypnosis', 'indices': [74, 83]}, {'text': 'Phobias', 'indices': [110, 118]}, {'text': 'OCD', 'indices': [119, 123]}, {'text': 'Anxiety', 'indices': [124, 132]}]"
hypnosis_expert,Luton & Elstree,1517,none,2022-04-19 06:51:22+00:00,"
HOW #HYPNOTHERAPY WORKS! 

Watch my 4 minute video!

#Hypnosis Expert can help YOU with; #Phobias #OCD #Anxiety #Depression #Confidence #WeightLoss #StopSmoking #Motivation #Emetophobia #Addiction

#COVID19 #TuesdayMotivations 

https://t.co/tcGbPfvMdD

#Zoom sessions available!","[{'text': 'HYPNOTHERAPY', 'indices': [4, 17]}, {'text': 'Hypnosis', 'indices': [53, 62]}, {'text': 'Phobias', 'indices': [89, 97]}, {'text': 'OCD', 'indices': [98, 102]}, {'text': 'Anxiety', 'indices': [103, 111]}, {'text': 'Depression', 'indices': [112, 123]}, {'text': 'Confidence', 'indices': [124, 135]}, {'text': 'WeightLoss', 'indices': [136, 147]}, {'text': 'StopSmoking', 'indices': [148, 160]}, {'text': 'Motivation', 'indices': [161, 172]}, {'text': 'Emetophobia', 'indices': [173, 185]}, {'text': 'Addiction', 'indices': [186, 196]}, {'text': 'COVID19', 'indices': [198, 206]}, {'text': 'TuesdayMotivations', 'indices': [207, 226]}, {'text': 'Zoom', 'indices': [254, 259]}]"
