username,userID,location,followers,retweeted_og,tweetcreatedts,text,hashtags
hephaistos_ai,1151202637582348294,Paris,2993,KyvorGenomics,2022-04-20 14:24:33+00:00,"
RT @KyvorGenomics: Remember, when you light a cigarette, your life burns with it. Quit Smoking.

#kyvor #kyvorgenomics #CANCER  #cancersurv…","[{'text': 'kyvor', 'indices': [97, 103]}, {'text': 'kyvorgenomics', 'indices': [104, 118]}, {'text': 'CANCER', 'indices': [119, 126]}]"
KyvorGenomics,903966974782222336,,52,none,2022-04-20 14:24:28+00:00,"
Remember, when you light a cigarette, your life burns with it. Quit Smoking.

#kyvor #kyvorgenomics #CANCER  #cancersurvivor #cancertreatment  #SMOKING #quitsmoking #health #healthiswealth #fightcancer
#genomics #genomicscience #canlytx #doctors #facts https://t.co/n9Aqo928tp","[{'text': 'kyvor', 'indices': [78, 84]}, {'text': 'kyvorgenomics', 'indices': [85, 99]}, {'text': 'CANCER', 'indices': [100, 107]}, {'text': 'cancersurvivor', 'indices': [109, 124]}, {'text': 'cancertreatment', 'indices': [125, 141]}, {'text': 'SMOKING', 'indices': [143, 151]}, {'text': 'quitsmoking', 'indices': [152, 164]}, {'text': 'health', 'indices': [165, 172]}, {'text': 'healthiswealth', 'indices': [173, 188]}, {'text': 'fightcancer', 'indices': [189, 201]}, {'text': 'genomics', 'indices': [202, 211]}, {'text': 'genomicscience', 'indices': [212, 227]}, {'text': 'canlytx', 'indices': [228, 236]}, {'text': 'doctors', 'indices': [237, 245]}, {'text': 'facts', 'indices': [246, 252]}]"
elite_eldercare,1422442298562912256,"Suite 150, Oregon 97035",1,none,2022-04-20 14:00:02+00:00,"
Quitting Smoking

Some seniors say that they would not quit smoking because it is too late for that. But health experts say that quitting smoking properly and sustainably at any time in your life can still improve your health.

#QuitSmoking #HealthyLife https://t.co/M7GZsDJH3z","[{'text': 'QuitSmoking', 'indices': [228, 240]}, {'text': 'HealthyLife', 'indices': [241, 253]}]"
gracemhcllc,1437619136540995587, 3604 Miller RD Wilmington Del,1,none,2022-04-20 14:00:01+00:00,"
Smoking and Cardiovascular Diseases

Statistics show that smoking is a leading risk factor for coronary heart disease. Smoking damages our blood vessels and can make them thicken and grow narrower.

Read more: https://t.co/rJbDRxl8TG
 
#QuitSmoking #GraceMiracleHomeCareLLC https://t.co/DGWTRfLEYO","[{'text': 'QuitSmoking', 'indices': [236, 248]}, {'text': 'GraceMiracleHomeCareLLC', 'indices': [249, 273]}]"
NjQuitline,965950987461648385,"New Jersey, USA",18,none,2022-04-20 13:25:02+00:00,"
April is Stress Awareness Month. Find ways to help reduce stress while trying to #QuitSmoking to help you stay on track! 
#StressLess #NJQuitline #HeretoHelp https://t.co/HBNRPGWOqt","[{'text': 'QuitSmoking', 'indices': [81, 93]}, {'text': 'StressLess', 'indices': [122, 133]}, {'text': 'NJQuitline', 'indices': [134, 145]}, {'text': 'HeretoHelp', 'indices': [146, 157]}]"
ADAPTHalton,974010243809083392,"Halton, Ontario",32,PSQuitSmoking,2022-04-20 13:06:42+00:00,"
RT @PSQuitSmoking: As COVID-19 continued to impact individuals in Ontario, smokers may be at higher risk of negative health outcomes. Help…",[]
allencarr_usa,15217382,"USA, Australia, New Zealand",32,none,2022-04-20 13:00:39+00:00,"
Book your escape from the smoking trap today!

#quitsmoking
https://t.co/rIQZRGuYrE https://t.co/Uz5rq9KqMd","[{'text': 'quitsmoking', 'indices': [47, 59]}]"
ScreenNJ,1001527817203585024,,187,none,2022-04-20 13:00:01+00:00,"
Quitting smoking is hard, but you don't have to do it alone. NJ has resources to help you quit, including free phone and video conference support from #tobacco treatment specialists. Learn more: https://t.co/PRtTCCUdOy @TobaccoFreeNJ #quitsmoking https://t.co/N18hJyddqL","[{'text': 'tobacco', 'indices': [151, 159]}, {'text': 'quitsmoking', 'indices': [234, 246]}]"
RosaDragonetti,717086792,,116,PSQuitSmoking,2022-04-20 12:15:54+00:00,"
RT @PSQuitSmoking: As COVID-19 continued to impact individuals in Ontario, smokers may be at higher risk of negative health outcomes. Help…",[]
YannickRomero,961912203539636225,"Geneva, Switzerland",537,none,2022-04-20 12:04:08+00:00,"
a @uicc blog still relevant today: https://t.co/xRJMKqZpgO by Dr Hadi from @QCS_Qatar 
#Ramadan #QuitSmoking #NoTobacco","[{'text': 'Ramadan', 'indices': [87, 95]}, {'text': 'QuitSmoking', 'indices': [96, 108]}, {'text': 'NoTobacco', 'indices': [109, 119]}]"
nhenews,75236427,Manchester,14621,none,2022-04-20 11:45:00+00:00,"
Health Secretary Sajid Javid has branded a new NHS scheme to catch lung cancer earlier as “exactly what we need”, as hundreds have already benefitted.

Read more below ↓

@SajidJavid #health #NHS #quitsmoking","[{'text': 'health', 'indices': [183, 190]}, {'text': 'NHS', 'indices': [191, 195]}, {'text': 'quitsmoking', 'indices': [196, 208]}]"
MeditationNott1,1513267942842146822,,33,TheMindfulGuy1,2022-04-20 11:21:01+00:00,"
RT @TheMindfulGuy1: Are you trying desperately to quit smoking?

This powerful FREE hypnosis session can help you to quit the smoking habit…",[]
PreventiveBot,1375244479049895941,,755,ELIQUIDSUKCOM,2022-04-20 11:12:03+00:00,"
RT @ELIQUIDSUKCOM: While e-cigs are praised for the success they have in helping smokers quit, some vocal groups worry about vaping’s abili…",[]
ELIQUIDSUKCOM,4144886404,"Surrey, England",751,none,2022-04-20 11:10:51+00:00,"
While e-cigs are praised for the success they have in helping smokers quit, some vocal groups worry about vaping’s ability to ensnare teens and lead them on to smoking tobacco products... 

Read More:
https://t.co/Cycl4DAdH2

#vape #teens #quitsmoking #tobacco #nicotine #health https://t.co/GQqR7rKnyG","[{'text': 'vape', 'indices': [226, 231]}, {'text': 'teens', 'indices': [232, 238]}, {'text': 'quitsmoking', 'indices': [239, 251]}, {'text': 'tobacco', 'indices': [252, 260]}, {'text': 'nicotine', 'indices': [261, 270]}, {'text': 'health', 'indices': [271, 278]}]"
officialfusenbg,1377037118946607106,"London, England",467,none,2022-04-20 11:02:53+00:00,"
🅿️

#NOSMOKING #QUITSMOKING #HEALTHISWEALTH #BETTERINGYOURSELF #STAYINGFOCUSED #ONTHERIGHTPATH @ Unique One https://t.co/FuOMn2l0uU","[{'text': 'NOSMOKING', 'indices': [4, 14]}, {'text': 'QUITSMOKING', 'indices': [15, 27]}, {'text': 'HEALTHISWEALTH', 'indices': [28, 43]}, {'text': 'BETTERINGYOURSELF', 'indices': [44, 62]}, {'text': 'STAYINGFOCUSED', 'indices': [63, 78]}, {'text': 'ONTHERIGHTPATH', 'indices': [79, 94]}]"
officialfusenbg,1377037118946607106,"London, England",467,none,2022-04-20 11:00:22+00:00,"
QUITTING SMOKING, DAY 49‼️🚭

🅿️

#NOSMOKING #QUITSMOKING #HEALTHISWEALTH #BETTERINGYOURSELF #STAYINGFOCUSED #ONTHERIGHTPATH","[{'text': 'NOSMOKING', 'indices': [33, 43]}, {'text': 'QUITSMOKING', 'indices': [44, 56]}, {'text': 'HEALTHISWEALTH', 'indices': [57, 72]}, {'text': 'BETTERINGYOURSELF', 'indices': [73, 91]}, {'text': 'STAYINGFOCUSED', 'indices': [92, 107]}, {'text': 'ONTHERIGHTPATH', 'indices': [108, 123]}]"
OneYouMerton,738354971612205056,"Merton, London",628,none,2022-04-20 11:00:03+00:00,"
Find a combination of quit-smoking tools and local support that’s right for you to quit this New Year. Find out about lots of support available to help you #GoSmokefree, visit:  https://t.co/8JNaUC6E35 @Merton_Council @HealthyMerton @nhsmerton_ #QuitSmoking #GoSmokefree https://t.co/oI3eV6swZ3","[{'text': 'GoSmokefree', 'indices': [156, 168]}, {'text': 'QuitSmoking', 'indices': [245, 257]}, {'text': 'GoSmokefree', 'indices': [258, 270]}]"
PreventiveBot,1375244479049895941,,755,ancho85,2022-04-20 10:56:59+00:00,"
RT @ancho85: Just unlocked an achievement on @quitnowapp ""First day won!"" #quitsmoking https://t.co/Kv1xzx2quQ","[{'text': 'quitsmoking', 'indices': [74, 86]}]"
ancho85,120521667,"ÜT: -25.285184,-57.6121645",446,none,2022-04-20 10:49:01+00:00,"
Just unlocked an achievement on @quitnowapp ""First day won!"" #quitsmoking https://t.co/Kv1xzx2quQ","[{'text': 'quitsmoking', 'indices': [61, 73]}]"
EzequielZaidel,1184188276510543874,,1419,SABOURETCardio,2022-04-20 09:58:47+00:00,"
RT @SABOURETCardio: Are advances in #Pharmacotherapy and #devices counterbalanced by a poor #lifestyle ? #quitsmoking #exercise #healthylif…","[{'text': 'Pharmacotherapy', 'indices': [36, 52]}, {'text': 'devices', 'indices': [57, 65]}, {'text': 'lifestyle', 'indices': [92, 102]}, {'text': 'quitsmoking', 'indices': [105, 117]}, {'text': 'exercise', 'indices': [118, 127]}]"
PreventiveBot,1375244479049895941,,755,Roy_Castle_Lung,2022-04-20 09:57:08+00:00,"
RT @Roy_Castle_Lung: Get help and support to #quitsmoking with Roy Castle Lung Cancer Foundation. Join our free online forum and begin your…","[{'text': 'quitsmoking', 'indices': [45, 57]}]"
PreventiveBot,1375244479049895941,,755,ConnecttoHull,2022-04-20 09:56:57+00:00,"
RT @ConnecttoHull: 🚫Download the free 'NHS Quit Smoking' app today...

#BetterHealth #QuitSmoking✊ https://t.co/VgRUwdwZdJ","[{'text': 'BetterHealth', 'indices': [71, 84]}, {'text': 'QuitSmoking', 'indices': [85, 97]}]"
Roy_Castle_Lung,87447727,,10583,none,2022-04-20 09:48:00+00:00,"
Get help and support to #quitsmoking with Roy Castle Lung Cancer Foundation. Join our free online forum and begin your journey to stopping smoking today. 

https://t.co/SdfNMILP1n https://t.co/HKCB9KuhaT","[{'text': 'quitsmoking', 'indices': [24, 36]}]"
ConnecttoHull,932277734,Kingston upon Hull,445,none,2022-04-20 09:44:00+00:00,"
🚫Download the free 'NHS Quit Smoking' app today...

#BetterHealth #QuitSmoking✊ https://t.co/VgRUwdwZdJ","[{'text': 'BetterHealth', 'indices': [52, 65]}, {'text': 'QuitSmoking', 'indices': [66, 78]}]"
PreventiveBot,1375244479049895941,,755,EcigClick,2022-04-20 09:42:06+00:00,"
RT @EcigClick: How is #VApril going for you? Have you just started #Vaping ? Or do you want to give it a try? Let us know how you are getti…","[{'text': 'VApril', 'indices': [22, 29]}, {'text': 'Vaping', 'indices': [67, 74]}]"
EcigClick,394655183,UK,9786,none,2022-04-20 09:30:27+00:00,"
How is #VApril going for you? Have you just started #Vaping ? Or do you want to give it a try? Let us know how you are getting on and of course if you have any questions we can help you with! https://t.co/Qhmc5XAgbN #QuitSmoking #StopSmoking #THR #Vape #Ecigclick https://t.co/9nldjU1Zni","[{'text': 'VApril', 'indices': [7, 14]}, {'text': 'Vaping', 'indices': [52, 59]}, {'text': 'QuitSmoking', 'indices': [216, 228]}, {'text': 'StopSmoking', 'indices': [229, 241]}, {'text': 'THR', 'indices': [242, 246]}, {'text': 'Vape', 'indices': [247, 252]}, {'text': 'Ecigclick', 'indices': [253, 263]}]"
PreventiveBot,1375244479049895941,,755,LontechVapeShop,2022-04-20 07:26:52+00:00,"
RT @LontechVapeShop: https://t.co/Af037Sj9xF
At Lontech Vape shop you will get prime delivery on Relx Pod Near me and pod system,
#relx #re…","[{'text': 'relx', 'indices': [130, 135]}]"
LontechVapeShop,1087109064356708352,Burnt Oak,80,none,2022-04-20 07:20:00+00:00,"
https://t.co/Af037Sj9xF
At Lontech Vape shop you will get prime delivery on Relx Pod Near me and pod system,
#relx #relxpod #vape #pod #relxnow  #relxinfinity #quitsmoking #relxpods  #relxvapeinstock #relxkit #relxpodsystem #smoknordpod #vapeforlife  #relxclassic https://t.co/TwJbANkdiN","[{'text': 'relx', 'indices': [109, 114]}, {'text': 'relxpod', 'indices': [115, 123]}, {'text': 'vape', 'indices': [124, 129]}, {'text': 'pod', 'indices': [130, 134]}, {'text': 'relxnow', 'indices': [135, 143]}, {'text': 'relxinfinity', 'indices': [145, 158]}, {'text': 'quitsmoking', 'indices': [159, 171]}, {'text': 'relxpods', 'indices': [172, 181]}, {'text': 'relxvapeinstock', 'indices': [183, 199]}, {'text': 'relxkit', 'indices': [200, 208]}, {'text': 'relxpodsystem', 'indices': [209, 223]}, {'text': 'smoknordpod', 'indices': [224, 236]}, {'text': 'vapeforlife', 'indices': [237, 249]}, {'text': 'relxclassic', 'indices': [251, 263]}]"
CNeverland4473,1507192225293250562,"Los Angeles, CA",512,ucanquit2,2022-04-20 07:03:11+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
PreventiveBot,1375244479049895941,,755,ClayFaceBass,2022-04-20 06:57:01+00:00,"
RT @ClayFaceBass: It's been 4 weeks since i #quitsmoking.","[{'text': 'quitsmoking', 'indices': [44, 56]}]"
ClayFaceBass,1486121979669319685,Blockchain,503,none,2022-04-20 06:36:12+00:00,"
It's been 4 weeks since i #quitsmoking.","[{'text': 'quitsmoking', 'indices': [26, 38]}]"
Sabbir12419643,1516660982671896576,,3,smc_insurance,2022-04-20 06:18:55+00:00,"
RT @smc_insurance: There is a replacement of cigarette smoking habit, But there is no replacement for human life.
Buy Health and Term Insur…",[]
SmokingPreg,964092844276375552,"Nottingham, England",318,CochraneTAG,2022-04-20 06:10:19+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
JAZMAN420,785555450,"England, United Kingdom",76,none,2022-04-20 00:42:11+00:00,"
Happy 420. My last day of blazing. 

 #420 #smokeweedeveryday #happy420day #20thApril #QuitSMOKING","[{'text': 'smokeweedeveryday', 'indices': [43, 61]}, {'text': 'happy420day', 'indices': [62, 74]}, {'text': '20thApril', 'indices': [75, 85]}, {'text': 'QuitSMOKING', 'indices': [86, 98]}]"
magnus_1111,1359006626494242819,"Dubai, United Arab Emirates",7,none,2022-04-19 22:10:46+00:00,"
What’s the best way to quit smoking without using vapes?

#addiction #smoking #QuitSMOKING","[{'text': 'addiction', 'indices': [58, 68]}, {'text': 'smoking', 'indices': [69, 77]}, {'text': 'QuitSMOKING', 'indices': [78, 90]}]"
vitastorm05,760032852,,244,none,2022-04-19 22:04:04+00:00,"
3 of 4 smokers want to #quitsmoking #StopsmokingLaser gives you the best chance of success. https://t.co/mT1ycxjgDY #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/qfQVha488A","[{'text': 'quitsmoking', 'indices': [23, 35]}, {'text': 'StopsmokingLaser', 'indices': [36, 53]}, {'text': 'stopsmokinglaser', 'indices': [116, 133]}, {'text': 'quitsmoking', 'indices': [134, 146]}, {'text': 'Smokingcessation', 'indices': [147, 164]}, {'text': 'laserstopsmokingnj', 'indices': [165, 184]}, {'text': 'stopsmokingnearme', 'indices': [185, 203]}, {'text': 'stopsmokinglasernj', 'indices': [204, 223]}]"
MediSpaNJ,718623348,USA,247,none,2022-04-19 22:04:04+00:00,"
3 of 4 smokers want to #quitsmoking #StopsmokingLaser gives you the best chance of success. https://t.co/GNQtkqjva2 #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/FwYpgx9uCV","[{'text': 'quitsmoking', 'indices': [23, 35]}, {'text': 'StopsmokingLaser', 'indices': [36, 53]}, {'text': 'stopsmokinglaser', 'indices': [116, 133]}, {'text': 'quitsmoking', 'indices': [134, 146]}, {'text': 'Smokingcessation', 'indices': [147, 164]}, {'text': 'laserstopsmokingnj', 'indices': [165, 184]}, {'text': 'stopsmokingnearme', 'indices': [185, 203]}, {'text': 'stopsmokinglasernj', 'indices': [204, 223]}]"
princetonmedspa,887047795387113472,"Princeton, NJ",159,none,2022-04-19 22:04:04+00:00,"
3 of 4 smokers want to #quitsmoking #StopsmokingLaser gives you the best chance of success. https://t.co/JdOi5PkbvM #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/TEXkEW3C8U","[{'text': 'quitsmoking', 'indices': [23, 35]}, {'text': 'StopsmokingLaser', 'indices': [36, 53]}, {'text': 'stopsmokinglaser', 'indices': [116, 133]}, {'text': 'quitsmoking', 'indices': [134, 146]}, {'text': 'Smokingcessation', 'indices': [147, 164]}, {'text': 'laserstopsmokingnj', 'indices': [165, 184]}, {'text': 'stopsmokingnearme', 'indices': [185, 203]}, {'text': 'stopsmokinglasernj', 'indices': [204, 223]}]"
perm_cosmetics,606797588,USA,142,none,2022-04-19 22:04:04+00:00,"
3 of 4 smokers want to #quitsmoking #StopsmokingLaser gives you the best chance of success. https://t.co/m2vcGVvHnR #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/8g55YABaH1","[{'text': 'quitsmoking', 'indices': [23, 35]}, {'text': 'StopsmokingLaser', 'indices': [36, 53]}, {'text': 'stopsmokinglaser', 'indices': [116, 133]}, {'text': 'quitsmoking', 'indices': [134, 146]}, {'text': 'Smokingcessation', 'indices': [147, 164]}, {'text': 'laserstopsmokingnj', 'indices': [165, 184]}, {'text': 'stopsmokingnearme', 'indices': [185, 203]}, {'text': 'stopsmokinglasernj', 'indices': [204, 223]}]"
TheMindfulGuy1,1494270602001199105,"Nottingham, UK",42,none,2022-04-19 19:58:45+00:00,"
Are you trying desperately to quit smoking?

This powerful FREE hypnosis session can help you to quit the smoking habit easily and effortlessly.
#hypnosis #stopsmoking #quitsmoking

https://t.co/JFvbRV8GNP https://t.co/w8SctIMQx6","[{'text': 'hypnosis', 'indices': [145, 154]}, {'text': 'stopsmoking', 'indices': [155, 167]}, {'text': 'quitsmoking', 'indices': [168, 180]}]"
SamadhiMora,2713506655,"Toronto, Ontario",1438,PSQuitSmoking,2022-04-19 19:22:58+00:00,"
RT @PSQuitSmoking: As COVID-19 continued to impact individuals in Ontario, smokers may be at higher risk of negative health outcomes. Help…",[]
CAMHnews,36695839,"Toronto, ON, Canada",64454,PSQuitSmoking,2022-04-19 19:20:48+00:00,"
RT @PSQuitSmoking: As COVID-19 continued to impact individuals in Ontario, smokers may be at higher risk of negative health outcomes. Help…",[]
mycigara,2182047146,"Sheffield, England",1567,none,2022-04-19 19:01:19+00:00,"
April is vaping awareness month. MyCigara are here to help &amp; motivate you to quit smoking 😀

Change the habit today 👉https://t.co/NYfAEfCmb8

#vapril #quitsmoking #vape #vaping #habit #awareness #vapedeals #uk https://t.co/ssB4xYQt4U","[{'text': 'vapril', 'indices': [146, 153]}, {'text': 'quitsmoking', 'indices': [154, 166]}, {'text': 'vape', 'indices': [167, 172]}, {'text': 'vaping', 'indices': [173, 180]}, {'text': 'habit', 'indices': [181, 187]}, {'text': 'awareness', 'indices': [188, 198]}, {'text': 'vapedeals', 'indices': [199, 209]}, {'text': 'uk', 'indices': [210, 213]}]"
slogapeach,716079297912520704,United States,485,ucanquit2,2022-04-19 18:44:29+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
NJPN,54607339,New Jersey,1287,none,2022-04-19 18:00:55+00:00,"
NJ Quitline is a free telephone-counseling service for smokers in NJ who are ready to quit for good. Call today at 1-866-657-8677 to speak with a quit coach. For additional quit support check out https://t.co/MTSQs9xHEF

#NJQUITLINE #Quitsmoking #TobaccoFree https://t.co/GHhEIiyt4S","[{'text': 'NJQUITLINE', 'indices': [221, 232]}, {'text': 'Quitsmoking', 'indices': [233, 245]}, {'text': 'TobaccoFree', 'indices': [246, 258]}]"
